SENTENCE,DETAILS
"Upon the brows were caps--and with a fearful certainty I knew that they were _not_ caps--long, thick strands of gleaming yellow, feathered scales thin as sequins!",brows<<NNS>> were<<VBD>> caps<<NNS>> fearful<<JJ>> certainty<<NN>> knew<<VBD>> were<<VBD>> _not_<<NNP>> caps<<NNS>> long<<RB>> thick<<JJ>> strands<<NNS>> gleaming<<VBG>> yellow<<JJ>> feathered<<JJ>> scales<<NNS>> thin<<VBP>> sequins<<NNS>>
"Sharp, curving noses like the beaks of the giant condors; mouths thin, austere; long, powerful, pointed chins; the--_flesh_--of the faces white as the whitest marble; and wreathing up to them, covering all their bodies, the shimmering, curdled, misty fires of opalescence!",Sharp<<NNP>> curving<<VBG>> noses<<NNS>> beaks<<NNS>> giant<<JJ>> condors<<NNS>> mouths<<NNS>> austere<<RB>> long<<RB>> powerful<<JJ>> pointed<<JJ>> chins<<NNS>> _flesh_<<NN>> faces<<VBZ>> white<<JJ>> whitest<<JJS>> marble<<NN>> wreathing<<VBG>> covering<<VBG>> all<<PDT>> bodies<<NNS>> shimmering<<NN>> curdled<<VBD>> misty<<JJ>> fires<<NNS>> opalescence<<NN>>
Olaf stood rigid; my own heart leaped wildly.,Olaf<<NNP>> stood<<VBD>> rigid<<JJ>> own<<JJ>> heart<<NN>> leaped<<VBD>> wildly<<RB>>
What--what were these beings?,were<<VBD>> beings<<NNS>>
"I forced myself to look again--and from their gaze streamed a current of reassurance, of good will--nay, of intense spiritual strength.",forced<<VBD>> look<<VB>> again<<RB>> gaze<<NN>> streamed<<VBD>> current<<JJ>> reassurance<<NN>> good<<JJ>> will<<MD>> nay<<VB>> intense<<JJ>> spiritual<<JJ>> strength<<NN>>
"I saw that they were not fierce, not ruthless, not inhuman, despite their strangeness; no, they were kindly; in some unmistakable way, benign and sorrowful--so sorrowful!",saw<<VBD>> were<<VBD>> not<<RB>> fierce<<JJ>> not<<RB>> ruthless<<VB>> not<<RB>> inhuman<<JJ>> strangeness<<NN>> were<<VBD>> kindly<<RB>> unmistakable<<JJ>> way<<NN>> benign<<NN>> sorrowful<<JJ>> so<<RB>> sorrowful<<JJ>>
"I straightened, gazed back at them fearlessly.",straightened<<VBD>> gazed<<VBN>> back<<RB>> fearlessly<<RB>>
"Olaf drew a deep breath, gazed steadily too, the hardness, the despair wiped from his face.",Olaf<<NNP>> drew<<VBD>> deep<<JJ>> breath<<NN>> gazed<<VBN>> steadily<<RB>> too<<RB>> hardness<<NN>> despair<<NN>> wiped<<VBD>> face<<NN>>
"Now Lakla drew closer to the dais; the three pairs of eyes searched hers, the woman's with an ineffable tenderness; some message seemed to pass between the Three and the Golden Girl.",Now<<RB>> Lakla<<NNP>> drew<<VBD>> closer<<JJR>> dais<<NN>> three<<CD>> pairs<<NNS>> eyes<<NNS>> searched<<VBN>> hers<<NNS>> woman<<NN>> 's<<POS>> ineffable<<JJ>> tenderness<<NN>> message<<NN>> seemed<<VBD>> pass<<VB>> Three<<NNP>> Golden<<NNP>> Girl<<NNP>>
"She bowed low, turned to the Norseman.",bowed<<VBD>> low<<JJ>> turned<<VBD>> Norseman<<NNP>>
"""Place Larry there,"" she said softly--""there at the feet of the Silent Ones.""",Place<<NN>> Larry<<NNP>> there<<RB>> said<<VBD>> softly<<RB>> feet<<NNS>> Silent<<NNP>> Ones<<NNPS>>
"She pointed into the radiant mist; Olaf started, hesitated, stared from Lakla to the Three, searched for a moment their eyes--and something like a smile drifted through them.",pointed<<VBD>> radiant<<JJ>> mist<<NN>> Olaf<<NNP>> started<<VBD>> hesitated<<VBD>> stared<<VBD>> Lakla<<NNP>> Three<<NNP>> searched<<VBD>> moment<<NN>> eyes<<NNS>> something<<NN>> smile<<NN>> drifted<<VBN>>
"He stepped forward, lifted O'Keefe, set him squarely within the covering light.",stepped<<VBD>> forward<<RB>> lifted<<VBD>> O'Keefe<<NNP>> set<<VBD>> squarely<<RB>> covering<<VBG>> light<<NN>>
"It wavered, rolled upward, swirled about the body, steadied again--and within it there was no sign of Larry!",wavered<<VBD>> rolled<<VBD>> upward<<RB>> swirled<<VBD>> body<<NN>> steadied<<VBD>> again<<RB>> was<<VBD>> sign<<NN>> Larry<<NNP>>
"Again the mist wavered, shook, and seemed to climb higher, hiding the chins, the beaked noses, the brows of that incredible Trinity--but before it ceased to climb, I thought the yellow feathered heads bent; sensed a movement as though they lifted something.",Again<<RB>> mist<<NN>> wavered<<VBD>> shook<<NN>> seemed<<VBD>> climb<<VB>> higher<<JJR>> hiding<<VBG>> chins<<NNS>> beaked<<JJ>> noses<<NNS>> brows<<NNS>> incredible<<JJ>> Trinity<<NNP>> ceased<<VBD>> climb<<VB>> thought<<VBD>> yellow<<JJ>> feathered<<VBD>> heads<<NNS>> bent<<NN>> sensed<<VBD>> movement<<NN>> lifted<<VBD>> something<<NN>>
"The mist fell; the eyes gleamed out again, inscrutable.",mist<<NN>> fell<<VBD>> eyes<<NNS>> gleamed<<VBD>> again<<RB>> inscrutable<<JJ>>
"And groping out of the radiance, pausing at the verge of the dais, leaping down from it, came Larry, laughing, filled with life, blinking as one who draws from darkness into sunshine.",groping<<VBG>> radiance<<NN>> pausing<<VBG>> verge<<NN>> dais<<NN>> leaping<<VBG>> came<<VBD>> Larry<<NNP>> laughing<<VBG>> filled<<VBN>> life<<NN>> blinking<<VBG>> one<<CD>> draws<<VBZ>> darkness<<NN>> sunshine<<NN>>
"He saw Lakla, sprang to her, gripped her in his arms.",saw<<VBD>> Lakla<<NNP>> sprang<<NN>> gripped<<VBD>> arms<<NNS>>
"""Lakla!""",Lakla<<NN>>
he cried.,cried<<VBD>>
"""Mavourneen!""",Mavourneen<<NN>>
"She slipped from his embrace, blushing, glancing at the Three shyly, half-fearfully.",slipped<<VBD>> embrace<<NN>> blushing<<NN>> glancing<<VBG>> Three<<NNP>> shyly<<NN>> half-fearfully<<RB>>
"And again I saw the tenderness creep into the inky, flame-shot orbs of the woman being; and a tenderness in the others too--as though they regarded some well-beloved child.",again<<RB>> saw<<VBD>> tenderness<<JJ>> creep<<NN>> inky<<NN>> flame-shot<<JJ>> orbs<<NN>> woman<<NN>> being<<VBG>> tenderness<<NN>> others<<NNS>> too<<RB>> regarded<<VBD>> well-beloved<<JJ>> child<<NN>>
"""You lay in the arms of Death, Larry,"" she said.",lay<<VBP>> arms<<NNS>> Death<<NNP>> Larry<<NNP>> said<<VBD>>
"""And the Silent Ones drew you from him.",Silent<<NNP>> Ones<<NNP>> drew<<VBD>>
"Do homage to the Silent Ones, Larry, for they are good and they are mighty!""",Do<<VB>> homage<<NN>> Silent<<NNP>> Ones<<NNP>> Larry<<NNP>> are<<VBP>> good<<JJ>> are<<VBP>> mighty<<JJ>>
"She turned his head with one of the long, white hands--and he looked into the faces of the Three; looked long, was shaken even as had been Olaf and myself; was swept by that same wave of power and of--of--what can I call it?--_holiness_ that streamed from them.",turned<<VBD>> head<<NN>> one<<CD>> long<<JJ>> white<<JJ>> hands<<NNS>> looked<<VBD>> faces<<VBZ>> Three<<NNP>> looked<<VBD>> long<<RB>> was<<VBD>> shaken<<VBN>> even<<RB>> had<<VBD>> been<<VBN>> Olaf<<NNP>> was<<VBD>> swept<<VBN>> same<<JJ>> wave<<NN>> power<<NN>> can<<MD>> call<<VB>> _holiness_<<VBZ>> streamed<<VBD>>
Then for the first time I saw real awe mount into his face.,Then<<RB>> first<<JJ>> time<<NN>> saw<<VBD>> real<<JJ>> awe<<JJ>> mount<<NN>> face<<NN>>
Another moment he stared--and dropped upon one knee and bowed his head before them as would a worshipper before the shrine of his saint.,moment<<NN>> stared<<VBD>> dropped<<VBD>> one<<CD>> knee<<NN>> bowed<<VBD>> head<<NN>> before<<RB>> as<<RB>> would<<MD>> worshipper<<NN>> shrine<<NN>> saint<<NN>>
And--I am not ashamed to tell it--I joined him; and with us knelt Lakla and Olaf and Rador.,am<<VBP>> not<<RB>> ashamed<<VBN>> tell<<VB>> joined<<VBD>> knelt<<VBP>> Lakla<<NNP>> Olaf<<NNP>> Rador<<NNP>>
The mist of fiery opal swirled up about the Three; hid them.,mist<<NN>> fiery<<NN>> opal<<NN>> swirled<<VBD>> Three<<NNP>> hid<<VBD>>
"And with a long, deep, joyous sigh Lakla took Larry's hand, drew him to his feet, and silently we followed them out of that hall of wonder.",long<<JJ>> deep<<JJ>> joyous<<JJ>> sigh<<JJ>> Lakla<<NNP>> took<<VBD>> Larry<<NNP>> 's<<POS>> hand<<NN>> drew<<VBD>> feet<<NNS>> silently<<RB>> followed<<VBD>> hall<<NN>> wonder<<NN>>
"But why, in going, did the thought come to me that from where the Three sat throned they ever watched the cavern mouth that was the door into their abode; and looked down ever into the unfathomable depth in which glowed and pulsed that mystic flower, colossal, awesome, of green flame that had seemed to me fire of life itself?",why<<WRB>> going<<VBG>> did<<VBD>> thought<<NN>> come<<NN>> where<<WRB>> Three<<NNP>> sat<<VBD>> throned<<VBD>> ever<<RB>> watched<<VBD>> cavern<<JJ>> mouth<<NN>> was<<VBD>> door<<NN>> abode<<NN>> looked<<VBD>> down<<RB>> ever<<RB>> unfathomable<<JJ>> depth<<NN>> glowed<<VBD>> pulsed<<VBD>> mystic<<JJ>> flower<<NN>> colossal<<NN>> awesome<<JJ>> green<<JJ>> flame<<NN>> had<<VBD>> seemed<<VBN>> fire<<NN>> life<<NN>>
"CHAPTER XXVI The Wooing of Lakla I had slept soundly and dreamlessly; I wakened quietly in the great chamber into which Rador had ushered O'Keefe and myself after that culminating experience of crowded, nerve-racking hours--the facing of the Three.",CHAPTER<<NN>> XXVI<<VBD>> Wooing<<NNP>> Lakla<<NNP>> had<<VBD>> slept<<VBN>> soundly<<RB>> dreamlessly<<RB>> wakened<<VBD>> quietly<<RB>> great<<JJ>> chamber<<NN>> Rador<<NNP>> had<<VBD>> ushered<<VBN>> O'Keefe<<NNP>> culminating<<VBG>> experience<<NN>> crowded<<VBN>> nerve-racking<<JJ>> hours<<NNS>> facing<<NN>> Three<<NNP>>
"Now, lying gazing upward at the high-vaulted ceiling, I heard Larry's voice: ""They look like birds.""",Now<<RB>> lying<<VBG>> gazing<<VBG>> upward<<RB>> high-vaulted<<JJ>> ceiling<<NN>> heard<<VBP>> Larry<<NNP>> 's<<POS>> voice<<NN>> look<<VBP>> birds<<NNS>>
"Evidently he was thinking of the Three; a silence--then: ""Yes, they look like _birds_--and they look, and it's meaning no disrespect to them I am at all, they look like _lizards_""--and another silence--""they look like some sort of gods, and, by the good sword-arm of Brian Boru, they look human, too!",Evidently<<RB>> was<<VBD>> thinking<<VBG>> Three<<NNP>> silence<<NN>> then<<RB>> look<<VBP>> _birds_<<NNP>> look<<VBP>> 's<<VBZ>> meaning<<VBG>> disrespect<<NN>> am<<VBP>> look<<VBP>> _lizards_<<NN>> silence<<NN>> look<<VBP>> sort<<NN>> gods<<NNS>> good<<JJ>> sword-arm<<NN>> Brian<<NNP>> Boru<<NNP>> look<<VBP>> human<<JJ>> too<<RB>>
"And it's _none_ of them they are either, so what--what the--what the sainted St. Bridget are they?""",'s<<VBZ>> _none_<<NN>> are<<VBP>> so<<RB>> sainted<<JJ>> St.<<NNP>> Bridget<<NNP>> are<<VBP>>
"Another short silence, and then in a tone of awed and absolute conviction: ""That's it, sure!",short<<JJ>> silence<<NN>> then<<RB>> tone<<NN>> awed<<JJ>> absolute<<JJ>> conviction<<NN>> 's<<VBZ>> sure<<JJ>>
"That's what they are--it all hangs in--they couldn't be anything else--"" He gave a whoop; a pillow shot over and caught me across the head.",'s<<VBZ>> are<<VBP>> hangs<<NNS>> could<<MD>> n't<<RB>> be<<VB>> anything<<NN>> else<<RB>> gave<<VBD>> whoop<<NN>> pillow<<NN>> shot<<NN>> caught<<VBD>> head<<NN>>
"""Wake up!""",Wake<<VB>>
shouted Larry.,shouted<<VBN>> Larry<<NNP>>
"""Wake up, ye seething caldron of fossilized superstitions!",Wake<<VB>> ye<<RB>> seething<<VBG>> caldron<<NN>> fossilized<<JJ>> superstitions<<NNS>>
"Wake up, ye bogy-haunted man of scientific unwisdom!""",Wake<<VB>> ye<<RB>> bogy-haunted<<JJ>> man<<NN>> scientific<<JJ>> unwisdom<<NN>>
"Under pillow and insults I bounced to my feet, filled for a moment with quite real wrath; he lay back, roaring with laughter, and my anger was swept away.",pillow<<NN>> insults<<NNS>> bounced<<VBD>> feet<<NNS>> filled<<VBN>> moment<<NN>> quite<<JJ>> real<<JJ>> wrath<<NN>> lay<<VBD>> back<<RB>> roaring<<VBG>> laughter<<NN>> anger<<NN>> was<<VBD>> swept<<VBN>> away<<RB>>
"""Doc,"" he said, very seriously, after this, ""I know who the Three are!""",Doc<<NN>> said<<VBD>> very<<RB>> seriously<<RB>> know<<VBP>> Three<<NNP>> are<<VBP>>
"""Yes?""",Yes<<VB>>
"I queried, with studied sarcasm.",queried<<VBD>> studied<<VBN>> sarcasm<<NN>>
"""Yes?""",Yes<<VB>>
he mimicked.,mimicked<<VBD>>
"""Yes!",
"Ye--ye"" He paused under the menace of my look, grinned.",Ye<<NNP>> ye<<NN>> paused<<VBD>> menace<<NN>> look<<NN>> grinned<<VBN>>
"""Yes, I know,"" he continued.",know<<VBP>> continued<<VBD>>
"""They're of the Tuatha De, the old ones, the great people of Ireland, _that's_ who they are!""",'re<<VBP>> Tuatha<<NNP>> De<<NNP>> old<<JJ>> ones<<NNS>> great<<JJ>> people<<NNS>> Ireland<<NNP>> _that's_<<NN>> are<<VBP>>
"I knew, of course, of the Tuatha De Danann, the tribes of the god Danu, the half-legendary, half-historical clan who found their home in Erin some four thousand years before the Christian era, and who have left so deep an impress upon the Celtic mind and its myths.",knew<<VBD>> course<<NN>> Tuatha<<NNP>> De<<NNP>> Danann<<NNP>> tribes<<NN>> god<<NN>> Danu<<NNP>> half-legendary<<JJ>> half-historical<<JJ>> clan<<NN>> found<<VBD>> home<<NN>> Erin<<NNP>> four<<CD>> thousand<<CD>> years<<NNS>> Christian<<NNP>> era<<NN>> have<<VBP>> left<<VBN>> so<<RB>> deep<<JJ>> impress<<JJ>> Celtic<<NNP>> mind<<NN>> myths<<NNS>>
"""Yes,"" said Larry again, ""the Tuatha De--the Ancient Ones who had spells that could compel Mananan, who is the spirit of all the seas, an' Keithor, who is the god of all green living things, an' even Hesus, the unseen god, whose pulse is the pulse of all the firmament; yes, an' Orchil too, who sits within the earth an' weaves with the shuttle of mystery and her three looms of birth an' life an' death--even Orchil would weave as they commanded!""",said<<VBD>> Larry<<NNP>> again<<RB>> Tuatha<<NNP>> De<<NNP>> Ancient<<NNP>> Ones<<NNPS>> had<<VBD>> spells<<NNS>> could<<MD>> compel<<VB>> Mananan<<NNP>> is<<VBZ>> spirit<<NN>> all<<PDT>> seas<<NNS>> '<<''>> Keithor<<NNP>> is<<VBZ>> god<<NN>> green<<JJ>> living<<NN>> things<<NNS>> '<<POS>> even<<RB>> Hesus<<NNP>> unseen<<JJ>> god<<NN>> whose<<WP$>> pulse<<NN>> is<<VBZ>> pulse<<NN>> all<<PDT>> firmament<<NN>> '<<POS>> Orchil<<NNP>> too<<RB>> sits<<VBZ>> earth<<NN>> '<<POS>> weaves<<NNS>> shuttle<<NN>> mystery<<NN>> three<<CD>> looms<<NNS>> birth<<NN>> '<<POS>> life<<NN>> '<<POS>> death<<NN>> even<<RB>> Orchil<<NNP>> would<<MD>> weave<<VB>> commanded<<VBD>>
"He was silent--then: ""They are of them--the mighty ones--why else would I have bent my knee to them as I would have to the spirit of my dead mother?",was<<VBD>> silent<<JJ>> then<<RB>> are<<VBP>> mighty<<JJ>> ones<<NNS>> why<<WRB>> else<<RB>> would<<MD>> have<<VBP>> bent<<JJ>> knee<<NN>> would<<MD>> have<<VB>> spirit<<NN>> dead<<JJ>> mother<<NN>>
"Why else would Lakla, whose gold-brown hair is the hair of Eilidh the Fair, whose mouth is the sweet mouth of Deirdre, an' whose soul walked with mine ages agone among the fragrant green myrtle of Erin, serve them?""",Why<<WRB>> else<<RB>> would<<MD>> Lakla<<VB>> whose<<WP$>> gold-brown<<JJ>> hair<<NN>> is<<VBZ>> hair<<NN>> Eilidh<<NNP>> Fair<<NNP>> whose<<WP$>> mouth<<NN>> is<<VBZ>> sweet<<JJ>> mouth<<NN>> Deirdre<<NNP>> '<<POS>> whose<<WP$>> soul<<NN>> walked<<VBD>> mine<<JJ>> ages<<NNS>> agone<<VBP>> fragrant<<NN>> green<<JJ>> myrtle<<NN>> Erin<<NNP>> serve<<VB>>
"he whispered, eyes full of dream.",whispered<<VBD>> eyes<<NNS>> full<<JJ>> dream<<NN>>
"""Have you any idea how they got here?""",Have<<VBP>> idea<<NN>> how<<WRB>> got<<VBD>> here<<RB>>
"I asked, not unreasonably.",asked<<VBD>> not<<RB>> unreasonably<<RB>>
"""I haven't thought about that,"" he replied somewhat testily.",have<<VBP>> n't<<RB>> thought<<VBN>> replied<<VBD>> somewhat<<RB>> testily<<RB>>
"""But at once, me excellent man o' wisdom, a number occur to me.",once<<RB>> excellent<<JJ>> man<<NN>> o<<NN>> '<<''>> wisdom<<NN>> number<<NN>> occur<<NN>>
"One of them is that this little party of three might have stopped here on their way to Ireland, an' for good reasons of their own decided to stay a while; an' another is that they might have come here afterward, havin' got wind of what those rats out there were contemplatin', and have stayed on the job till the time was ripe to save Ireland from 'em; the rest of the world, too, of course,"" he added magnanimously, ""but Ireland in particular.",One<<CD>> is<<VBZ>> little<<JJ>> party<<NN>> three<<CD>> might<<MD>> have<<VB>> stopped<<VBN>> here<<RB>> way<<NN>> Ireland<<NNP>> '<<''>> good<<JJ>> reasons<<NNS>> own<<JJ>> decided<<VBN>> stay<<VB>> while<<NN>> '<<''>> is<<VBZ>> might<<MD>> have<<VB>> come<<VBN>> here<<RB>> afterward<<RB>> havin<<NN>> '<<''>> got<<VBD>> rats<<VBZ>> were<<VBD>> contemplatin<<NNS>> '<<POS>> have<<VBP>> stayed<<VBN>> job<<NN>> time<<NN>> was<<VBD>> ripe<<JJ>> save<<VB>> Ireland<<NNP>> 'em<<NNP>> rest<<NN>> world<<NN>> too<<RB>> course<<NN>> added<<VBD>> magnanimously<<RB>> Ireland<<NNP>> particular<<JJ>>
"And do any of those reasons appeal to ye?""",do<<VB>> reasons<<NNS>> appeal<<VBP>> ye<<VB>>
I shook my head.,shook<<VBP>> head<<NN>>
"""Well, what do you think?""",Well<<RB>> do<<VBP>> think<<VB>>
he asked wearily.,asked<<VBD>> wearily<<RB>>
"""I think,"" I said cautiously, ""that we face an evolution of highly intelligent beings from ancestral sources radically removed from those through which mankind ascended.",think<<VBP>> said<<VBD>> cautiously<<RB>> face<<VBP>> evolution<<NN>> highly<<RB>> intelligent<<JJ>> beings<<NNS>> ancestral<<JJ>> sources<<NNS>> radically<<RB>> removed<<VBN>> mankind<<NN>> ascended<<VBD>>
"These half-human, highly developed batrachians they call the _Akka_ prove that evolution in these caverned spaces has certainly pursued one different path than on earth.",half-human<<JJ>> highly<<RB>> developed<<VBN>> batrachians<<NNS>> call<<VBP>> _Akka_<<NN>> prove<<NN>> evolution<<NN>> caverned<<VBN>> spaces<<NNS>> has<<VBZ>> certainly<<RB>> pursued<<VBN>> one<<CD>> different<<JJ>> path<<NN>> earth<<NN>>
"The Englishman, Wells, wrote an imaginative and very entertaining book concerning an invasion of earth by Martians, and he made his Martians enormously specialized cuttlefish.",Englishman<<NNP>> Wells<<NNP>> wrote<<VBD>> imaginative<<JJ>> very<<RB>> entertaining<<JJ>> book<<NN>> concerning<<VBG>> invasion<<NN>> earth<<NN>> Martians<<NNPS>> made<<VBD>> Martians<<NNPS>> enormously<<RB>> specialized<<JJ>> cuttlefish<<NN>>
There was nothing inherently improbable in Wells' choice.,was<<VBD>> nothing<<NN>> inherently<<RB>> improbable<<JJ>> Wells<<NNP>> '<<POS>> choice<<NN>>
"Man is the ruling animal of earth today solely by reason of a series of accidents; under another series spiders or ants, or even elephants, could have become the dominant race.",Man<<NN>> is<<VBZ>> ruling<<VBG>> animal<<NN>> earth<<NN>> today<<NN>> solely<<RB>> reason<<NN>> series<<NN>> accidents<<NNS>> series<<NN>> spiders<<NNS>> ants<<NNS>> even<<RB>> elephants<<NNS>> could<<MD>> have<<VB>> become<<VBN>> dominant<<JJ>> race<<NN>>
"""I think,"" I said, even more cautiously, ""that the race to which the Three belong never appeared on earth's surface; that their development took place here, unhindered through aeons.",think<<VBP>> said<<VBD>> even<<RB>> more<<RBR>> cautiously<<RB>> race<<NN>> Three<<NNP>> belong<<NN>> never<<RB>> appeared<<VBD>> earth<<NN>> 's<<POS>> surface<<NN>> development<<NN>> took<<VBD>> place<<NN>> here<<RB>> unhindered<<VBD>> aeons<<NNS>>
"And if this be true, the structure of their brains, and therefore all their reactions, must be different from ours.",be<<VB>> true<<JJ>> structure<<NN>> brains<<NNS>> therefore<<RB>> reactions<<NNS>> must<<MD>> be<<VB>> different<<JJ>> ours<<NNS>>
"Hence their knowledge and command of energies unfamiliar to us--and hence also the question whether they may not have an entirely different sense of values, of justice--and that is rather terrifying,"" I concluded.",Hence<<NNP>> knowledge<<NN>> command<<NN>> energies<<NNS>> unfamiliar<<VBP>> hence<<RB>> also<<RB>> question<<NN>> may<<MD>> not<<RB>> have<<VB>> entirely<<RB>> different<<JJ>> sense<<NN>> values<<NNS>> justice<<NN>> is<<VBZ>> rather<<RB>> terrifying<<JJ>> concluded<<VBD>>
Larry shook his head.,Larry<<NNP>> shook<<VBD>> head<<NN>>
"""That last sort of knocks your argument, Doc,"" he said.",last<<JJ>> sort<<NN>> knocks<<NNS>> argument<<NN>> Doc<<NNP>> said<<VBD>>
"""They had sense of justice enough to help _me_ out--and certainly they know love--for I saw the way they looked at Lakla; and sorrow--for there was no mistaking that in their faces.",had<<VBD>> sense<<NN>> justice<<NN>> enough<<NN>> help<<VB>> _me_<<VB>> certainly<<RB>> know<<VBP>> love<<VBP>> saw<<VBD>> way<<NN>> looked<<VBD>> Lakla<<NNP>> sorrow<<VB>> was<<VBD>> mistaking<<NN>> faces<<VBZ>>
"""No,"" he went on.",went<<VBD>>
"""I hold to my own idea.",hold<<VBP>> own<<JJ>> idea<<NN>>
They're of the Old People.,'re<<VBP>> Old<<NNP>> People<<NNP>>
"The little leprechaun knew his way here, an' I'll bet it was they who sent the word.",little<<JJ>> leprechaun<<JJ>> knew<<VBD>> way<<NN>> here<<RB>> '<<POS>> 'll<<MD>> bet<<VB>> was<<VBD>> sent<<VBD>> word<<NN>>
An' if the O'Keefe banshee comes here--which save the mark!--I'll bet she'll drop in on the Silent Ones for a social visit before she an' her clan get busy.,'<<''>> O'Keefe<<NNP>> banshee<<NN>> comes<<VBZ>> here<<RB>> save<<VBP>> mark<<NN>> 'll<<MD>> bet<<VB>> 'll<<MD>> drop<<VB>> Silent<<NNP>> Ones<<NNP>> social<<JJ>> visit<<NN>> '<<''>> clan<<NN>> get<<VB>> busy<<JJ>>
"Well, it'll make her feel more at home, the good old body.",Well<<RB>> 'll<<MD>> make<<VB>> feel<<NN>> more<<RBR>> home<<NN>> good<<JJ>> old<<JJ>> body<<NN>>
"No, Doc, no,"" he concluded, ""I'm right; it all fits in too well to be wrong.""",Doc<<NNP>> concluded<<VBD>> 'm<<VBP>> right<<JJ>> fits<<NNS>> too<<RB>> well<<RB>> be<<VB>> wrong<<JJ>>
I made a last despairing attempt.,made<<VBD>> last<<JJ>> despairing<<NN>> attempt<<NN>>
"""Is there anything anywhere in Ireland that would indicate that the Tuatha De ever looked like the Three?""",Is<<VBZ>> anything<<NN>> anywhere<<RB>> Ireland<<NNP>> would<<MD>> indicate<<VB>> Tuatha<<NNP>> De<<NNP>> ever<<RB>> looked<<VBD>> Three<<NNP>>
I asked--and again I had spoken most unfortunately.,asked<<VBD>> again<<RB>> had<<VBD>> spoken<<VBN>> most<<JJS>> unfortunately<<RB>>
"""Is there?""",Is<<VBZ>> there<<RB>>
he shouted.,shouted<<VBD>>
"""Is there?",Is<<VBZ>> there<<RB>>
"By the kilt of Cormack MacCormack, I'm glad ye reminded me.",kilt<<NN>> Cormack<<NNP>> MacCormack<<NNP>> 'm<<VBP>> glad<<JJ>> ye<<NN>> reminded<<VBD>>
It was worryin' me a little meself.,was<<VBD>> worryin<<VBG>> '<<''>> little<<JJ>> meself<<NN>>
"There was Daghda, who could put on the head of a great boar an' the body of a giant fish and cleave the waves an' tear to pieces the birlins of any who came against Erin; an' there was Rinn--"" How many more of the metamorphoses of the Old People I might have heard, I do not know, for the curtains parted and in walked Rador.",was<<VBD>> Daghda<<NNP>> could<<MD>> put<<VB>> head<<NN>> great<<JJ>> boar<<NN>> '<<''>> body<<NN>> giant<<JJ>> fish<<NN>> cleave<<VB>> waves<<NNS>> '<<''>> tear<<NN>> pieces<<VB>> birlins<<NNS>> came<<VBD>> Erin<<NNP>> '<<''>> was<<VBD>> Rinn<<NNP>> How<<WRB>> many<<JJ>> more<<JJR>> metamorphoses<<NNS>> Old<<NNP>> People<<NNP>> might<<MD>> have<<VB>> heard<<VBN>> do<<VBP>> not<<RB>> know<<VB>> curtains<<NNS>> parted<<VBN>> walked<<JJ>> Rador<<NNP>>
"""You have rested well,"" he smiled, ""I can see.",have<<VBP>> rested<<VBN>> well<<RB>> smiled<<VBD>> can<<MD>> see<<VB>>
The handmaiden bade me call you.,handmaiden<<NN>> bade<<VB>> call<<VB>>
"You are to eat with her in her garden.""",are<<VBP>> eat<<VB>> garden<<NN>>
"Down long corridors we trod and out upon a gardened terrace as beautiful as any of those of Yolara's city; bowered, blossoming, fragrant, set high upon the cliffs beside the domed castle.",Down<<RB>> long<<RB>> corridors<<NNS>> trod<<VBP>> out<<VBP>> gardened<<JJ>> terrace<<NN>> as<<RB>> beautiful<<JJ>> Yolara<<NNP>> 's<<POS>> city<<NN>> bowered<<VBN>> blossoming<<VBG>> fragrant<<JJ>> set<<VBN>> high<<JJ>> cliffs<<NNS>> domed<<JJ>> castle<<NN>>
"A table, as of milky jade, was spread at one corner, but the Golden Girl was not there.",table<<NN>> milky<<NN>> jade<<NN>> was<<VBD>> spread<<VBN>> one<<CD>> corner<<NN>> Golden<<NNP>> Girl<<NNP>> was<<VBD>> not<<RB>> there<<RB>>
"A little path ran on and up, hemmed in by the mass of verdure.",little<<JJ>> path<<NN>> ran<<VBD>> up<<RB>> hemmed<<VBN>> mass<<NN>> verdure<<NN>>
"I looked at it longingly; Rador saw the glance, interpreted it, and led me up the stepped sharp slope into a rock embrasure.",looked<<VBD>> longingly<<RB>> Rador<<NNP>> saw<<VBD>> glance<<NN>> interpreted<<VBD>> led<<VBD>> stepped<<JJ>> sharp<<JJ>> slope<<NN>> rock<<NN>> embrasure<<NN>>
"Here I was above the foliage, and everywhere the view was clear.",Here<<RB>> was<<VBD>> foliage<<NN>> everywhere<<RB>> view<<NN>> was<<VBD>> clear<<JJ>>
"Below me stretched the incredible bridge, with the frog people hurrying back and forth upon it.",stretched<<VBD>> incredible<<JJ>> bridge<<NN>> frog<<JJ>> people<<NNS>> hurrying<<VBG>> back<<RB>> forth<<VBZ>>
A pinnacle at my side hid the abyss.,pinnacle<<NN>> side<<NN>> hid<<VBD>> abyss<<NN>>
My eyes followed the cavern ledge.,eyes<<NNS>> followed<<VBD>> cavern<<JJ>> ledge<<NN>>
"Above it the rock rose bare, but at the ends of the semicircular strand a luxuriant vegetation began, stretching from the crimson shores back into far distances.",rock<<NN>> rose<<VBD>> bare<<NN>> ends<<NNS>> semicircular<<JJ>> strand<<NN>> luxuriant<<JJ>> vegetation<<NN>> began<<VBD>> stretching<<VBG>> crimson<<NN>> shores<<VBZ>> back<<RB>> far<<RB>> distances<<NNS>>
